	date	state	school	type_school	death	suicide	number_victims	reliability	category	address	lat	lon
173	1980-09-02	CA	Whittier High School	K-12	0	0.0	0	2.0	Gang-related	Whittier High School, Los Angeles, CA, United States	33.98102280000001	-118.0447992
174	1980-09-08	FL	Forrest HIgh School	K-12	0	0.0	0	2.0	Escalation of Dispute	Forrest HIgh School, Jacksonville, FL, United States	30.2464887	-81.76572019999999
175	1980-09-10	DC	Springarn High School	K-12	1	0.0	1	2.0	Accidental	Springarn High School, Washington, DC, United States	38.8994175	-76.9706681
176	1980-09-11	AL	John S. Shaw High School	K-12	1	0.0	1	2.0	Escalation of Dispute	John S. Shaw High School, Mobile, AL, United States	30.7174109	-88.1837833
177	1980-09-26	CT	Bridgeport Central High School	K-12	0	0.0	0	2.0	Indiscriminate Shooting	Bridgeport Central High School, Bridgeport, CT, United States	41.1889732	-73.20548769999999
178	1980-10-13	AL	Central High School	K-12	0	0.0	0	2.0	Unknown	Central High School, Tuscaloosa, AL, United States	33.1981643	-87.5490995
179	1980-10-31	AL	Hueytown High School	K-12	1	1.0	1	2.0	Escalation of Dispute	Hueytown High School, Hueytown, AL, United States	33.43043	-87.033017
180	1980-11-17	TX	Eastern Hills High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Eastern Hills High School, Fort Worth, TX, United States	32.7480228	-97.2327569
181	1980-12-12	OH	Longfellow Junior HIgh School	K-12	0	0.0	0	2.0	Hostage Standoff	Longfellow Junior HIgh School, Lorain, OH, United States	41.4740474	-82.154833
182	1980-12-12	AL	Parker High School	K-12	0	0.0	0	2.0	Unknown	Parker High School, Birmingham, AL, United States	33.5151756	-86.8296064
183	1981-01-21	OH	Willetts Middle School	K-12	0	0.0	0	2.0	Unknown	Willetts Middle School, Brunswick, OH, United States	41.246831	-81.8204183
184	1981-01-22	MD	Francis M. Wood Senior High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Francis M. Wood Senior High School, Baltimore, MD, United States	39.2919102	-76.6343826
185	1981-02-10	CA	Manuel Arts High School	K-12	1	0.0	1	2.0	Gang-related	Manuel Arts High School, Los Angeles, CA, United States	34.0082618	-118.2921733
186	1981-02-10	AR	Little Rock Hall High School	K-12	0	0.0	0	3.0	Escalation of Dispute	Little Rock Hall High School, Little Rock, AR, United States	34.7605212	-92.3474361
187	1981-03-03	IN	Marshall High School 	K-12	0	0.0	0	2.0	Escalation of Dispute	Marshall High School , Indianapolis, IN, United States	39.8251187	-85.9895105
188	1981-03-28	FL	Dillard High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Dillard High School, Fort Lauderdale, FL, United States	26.1396503	-80.1759107
189	1981-04-02	OH	Alexander Hamilton Junior High School	K-12	0	0.0	0	3.0	Escalation of Dispute	Alexander Hamilton Junior High School, Cleveland, OH, United States	41.464486	-81.591247
190	1981-04-07	MS	Poplarville High School	K-12	0	0.0	0	2.0	Unknown	Poplarville High School, Poplarville, MS, United States	30.8321598	-89.5252857
191	1981-05-15	LA	New Iberia Junior HIgh School	K-12	0	0.0	0	2.0	Domestic w/ Targeted Victim	New Iberia Junior HIgh School, New Iberia, LA, United States	30.0093179	-91.8377423
192	1981-09-08	FL	Stuart Middle School	K-12	0	0.0	0	2.0	Accidental	Stuart Middle School, West Palm Beach, FL, United States	27.1960073	-80.2455621
193	1981-09-01	PA	William Longstreth Elementary School	K-12	0	0.0	0	2.0	Gang-related	William Longstreth Elementary School, Philadelphia, PA, United States	39.94060109999999	-75.23246189999999
194	1981-09-04	NM	Hobbs High School	K-12	0	0.0	0	3.0	Unknown	Hobbs High School, Santa Fe, NM, United States	32.7094027	-103.1218759
195	1981-09-13	MD	Aberdeen High School	K-12	1		1	2.0	Officer Involved Shooting	Aberdeen High School, Aberdeen, MD, United States	39.5163227	-76.1711603
196	1981-10-13	CT	Hartford Public High School	K-12	0	0.0	0	3.0	Escalation of Dispute	Hartford Public High School, Hartford, CT, United States	41.7652258	-72.7010105
197	1981-12-09	NY	George W. Wingate High School	K-12	1	0.0	1	2.0	Robbery	George W. Wingate High School, Brooklyn, NY, United States	40.659109	-73.9430868
198	1981-12-16	TX	Unnamed school	K-12	0	0.0	0	2.0	Escalation of Dispute	Unnamed school, Houston, TX, United States	29.7273577	-95.39078049999999
199	1981-12-23	NY	James Madison High School	K-12	1	0.0	1	2.0	Escalation of Dispute	James Madison High School, Brooklyn, NY, United States	40.6101298	-73.947968
200	1982-02-05	TN	Hamilton High School	K-12	1	0.0	1	2.0	Robbery	Hamilton High School, Memphis, TN, United States	35.0999995	-90.0167743
201	1982-02-08	MA	Dorchester High School	K-12	0	0.0	0	3.0	Accidental	Dorchester High School, Dorchester, MA, United States	42.285317	-71.075862
202	1982-02-09	LA	John McDonough Senior High	K-12	1	0.0	1	2.0	Escalation of Dispute	John McDonough Senior High, New Orleans, LA, United States	29.9743098	-90.0765232
203	1982-03-15	OR	Springfield High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Springfield High School, Springfield, OR, United States	44.0535256	-123.0158084
204	1982-03-17	OH	Lorain High School	K-12	0	1.0	0	2.0	Suicide/Attempted	Lorain High School, Lorain, OH, United States	41.4465496	-82.1904797
205	1982-03-19	NV	Valley High School	K-12	1	0.0	1	4.0	Mental Health	Valley High School, Las Vegas, NV, United States	36.13815470000001	-115.1210027
206	1982-04-07	CO	Deer Creek Junior High School	K-12	1	0.0	1	3.0	Unknown	Deer Creek Junior High School, Littleton, CO, United States	39.5867127	-105.1019619
207	1982-04-15	MD	Forest Park Senior High School	K-12	0	0.0	0	2.0	Robbery	Forest Park Senior High School, Baltimore, MD, United States	39.3325577	-76.6894252
208	1982-04-29	GA	Russell High School	K-12	1	0.0	1	2.0	Accidental	Russell High School, East Point, GA, United States	34.0054682	-83.7347927
209	1982-04-30	FL	Anniston High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Anniston High School, Anniston, FL, United States	33.6609605	-85.8201258
210	1982-05-27	NV	Garside Junior High School	K-12	0	0.0	0	2.0	Unknown	Garside Junior High School, Las Vegas, NV, United States	36.16978170000001	-115.2341179
211	1982-09-10	VA	Lake Braddock Secondary School	K-12	0	0.0	0	2.0	Domestic w/ Targeted Victim	Lake Braddock Secondary School, Burke, VA, United States	38.803391	-77.26517199999999
212	1982-09-15	AR	South West Middle School	K-12	0	1.0	0	2.0	Suicide/Attempted	South West Middle School, Pine Bluff, AR, United States	34.2094725	-91.9890037
213	1982-11-01	NY	Elmont Memorial High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Elmont Memorial High School, Elmont, NY, United States	40.696994	-73.71790419999999
214	1982-11-08	MI	Cooley High School	K-12	0	0.0	0	2.0	Accidental	Cooley High School, Detroit, MI, United States	42.400462	-83.191217
215	1982-11-12	MS	Wingfield High School	K-12	1	1.0	2	2.0	Murder/Suicide	Wingfield High School, Jackson, MS, United States	32.2803997	-90.2417644
216	1982-12-06	AL	Huntsville High School	K-12	1	1.0	1	3.0	Suicide/Attempted	Huntsville High School, Huntsville, AL, United States	34.712514	-86.583668
217	1982-12-20	MI	Finney High School	K-12	0	0.0	0	3.0	Robbery	Finney High School, Detroit, MI, United States	42.390245	-82.95343249999999
218	1983-01-18	TX	John H. Reagan High School	K-12	1	1.0	2	3.0	Murder/Suicide 	John H. Reagan High School, Houston, TX, United States	29.7954163	-95.3930864
219	1983-01-20	MO	Parkway South Middle School	K-12	1	1.0	2	2.0	Bullying	Parkway South Middle School, Baldwin, MO, United States	38.6101605	-90.5074545
220	1983-01-28	MD	William H. Lemmel Middle School	K-12	0	0.0	0	2.0	Accidental	William H. Lemmel Middle School, Baltimore, MD, United States	39.3188328	-76.66443749999999
221	1983-01-30	TX	West Ward School	K-12	1	0.0	1	2.0	Escalation of Dispute	West Ward School, Coleman, TX, United States	31.8315345	-99.43312019999999
222	1983-01-31	FL	DeLand High School	K-12	0	1.0	0	2.0	Suicide/Attempted	DeLand High School, DeLand, FL, United States	29.0412243	-81.28400250000001
223	1983-02-01	TN	Riverdale High School	K-12	0	0.0	0	2.0	Accidental	Riverdale High School, Murfreesboro, TN, United States	35.81539	-86.410169
224	1983-02-02	NM	Albuquerque High School	K-12	0	0.0	0	2.0	Indiscriminate Shooting	Albuquerque High School, Alburquerque, NM, United States	35.096572	-106.63567
225	1983-03-31	IL	Santa Maria InCornata-Santa Lucia School	K-12	0	0.0	0	2.0	Anger Over Grade/Suspension/Discipline	Santa Maria InCornata-Santa Lucia School, Chicago, IL, United States	41.8390596	-87.63323079999999
226	1983-04-21	MO	Beaumont High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Beaumont High School, St. Louis, MO, United States	38.6625317	-90.2219602
227	1983-05-16	TX	Lake Highland High School	K-12	1	0.0	1	2.0	Robbery	Lake Highland High School, Dallas, TX, United States	32.8878008	-96.7268213
228	1983-05-16	NY	Brentwood High School	K-12	1	1.0	1	2.0	Hostage Standoff	Brentwood High School, New York, NY, United States	40.7736168	-73.2550238
229	1983-05-18	FL	North Miami Senior High School	K-12	0	0.0	0	2.0	Escalation of Dispute	North Miami Senior High School, Miami, FL, United States	25.8969252	-80.184148
230	1983-05-23	OH	Mansfield Senior High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Mansfield Senior High School, Mansfield, OH, United States	40.7623161	-82.5433523
231	1983-05-26	PA	Greater Johnstown High School	K-12	1	1.0	1	2.0	Accidental	Greater Johnstown High School, Johnstown, PA, United States	40.3031728	-78.9097287
232	1983-09-12	MI	Henry Ford High School	K-12	1	0.0	1	2.0	Gang-related	Henry Ford High School, Detroit, MI, United States	42.4396448	-83.2376357
233	1983-09-12	CA	Manuel Dominguez High School	K-12	0	0.0	0	2.0	Gang-related	Manuel Dominguez High School, Compton, CA, United States	33.892444	-118.1817663
234	1983-09-21	MD	Walbrook High School	K-12	0	0.0	0	2.0	Accidental	Walbrook High School, Baltimore, MD, United States	39.309954	-76.677904
235	1993-09-28	MS	Coleman Junior High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Coleman Junior High School, Greenville, MS, United States	33.4077355	-91.03855659999999
236	1983-09-30	TX	Temple High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Temple High School, Temple, TX, United States	31.1062802	-97.353633
237	1983-10-07	CA	Compton High School	K-12	0	0.0	0	2.0	Gang-related	Compton High School, Los Angeles, CA, United States	33.8903235	-118.22723
238	1983-10-22	MD	Carver Vocational-Technical Senior High	K-12	1	0.0	1	2.0	Unknown	Carver Vocational-Technical Senior High, Baltimore, MD, United States	39.3044007	-76.6526347
239	1983-11-08	MI	Highland Park High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Highland Park High School, Highland Park, MI, United States	42.4069104	-83.0951852
240	1983-11-17	IL	James G. Blaine Elementary School	K-12	1	0.0	1	2.0	Gang-related	James G. Blaine Elementary School, Chicago, IL, United States	41.9509619	-87.664931
241	1983-11-18	MD	Harlem Park Junior High School	K-12	1	0.0	1	2.0	Robbery	Harlem Park Junior High School, Baltimore, MD, United States	39.2987111	-76.6411846
242	1983-12-02	IN	Crawfordsville High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Crawfordsville High School, Crawfordsville, IN, United States	40.0209269	-86.90744409999999
243	1983-12-16	IL	Boylan Central Catholic High School	K-12	0	0.0	0	2.0	Anger Over Grade/Suspension/Discipline	Boylan Central Catholic High School, Rockford, IL, United States	42.319951	-89.084096
244	1984-01-05	MD	Lake Clifton Senior HIgh School	K-12	0	0.0	0	2.0	Escalation of Dispute	Lake Clifton Senior HIgh School, Baltimore, MD, United States	39.3163674	-76.5896443
245	1984-02-06	KY	Central High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Central High School, Louisville, KY, United States	38.2502019	-85.7707066
246	1984-02-21	TX	Sharpstown High School	K-12	0	0.0	0	2.0	Anger Over Grade/Suspension/Discipline	Sharpstown High School, Houston, TX, United States	29.6834509	-95.5166998
247	1984-02-24	CA	49th Street Elementary School	K-12	1	1.0	2	3.0	Mental Health	49th Street Elementary School, Los Angeles, CA, United States	33.9985521	-118.2617955
248	1984-04-05	LA	Clinton High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Clinton High School, Clinton, LA, United States	30.8626807	-91.0137148
249	1984-04-20	MI	Precious Blood School	K-12	1	0.0	1	2.0	Accidental	Precious Blood School, Detroit, MI, United States	42.4136067	-83.1775163
250	1984-04-26	NC	Rose Hill Magnolia Elementary School	K-12	0	1.0	0	2.0	Suicide/Attempted	Rose Hill Magnolia Elementary School, Wallace, NC, United States	34.85104	-78.024087
251	1984-05-15	MT	C.M. Russell High School	K-12	0	1.0	0	2.0	Suicide/Attempted	C.M. Russell High School, Great Falls, MT, United States	47.52026859999999	-111.3192554
252	1984-05-17	IA	Southeast Polk High School	K-12	1	1.0	2	2.0	Murder/Suicide	Southeast Polk High School, Pleasant Hill, IA, United States	41.5982043	-93.44592469999999
253	1984-05-17	TX	Booker T. Washington High School	K-12	1	1.0	1	2.0	Domestic w/ Targeted Victim	Booker T. Washington High School, Houston, TX, United States	29.8218559	-95.3988651
254	1984-05-18	CA	Norco High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Norco High School, Norco, CA, United States	33.91183240000001	-117.5466912
255	1984-05-22	OH	Cleveland Heights High School	K-12	0	0.0	0	2.0	Accidental	Cleveland Heights High School, Cleveland Heights, OH, United States	41.502201	-81.56294799999999
256	1984-07-10	MI	Mumford High School	K-12	0	0.0	0	2.0	Gang-related	Mumford High School, Detroit, MI, United States	42.4213221	-83.1646032
257	1984-08-31	LA	Booker T. Washington High School	K-12	0	0.0	0	2.0	Gang-related	Booker T. Washington High School, Shreveport, LA, United States	32.5040265	-93.774143
258	1984-09-28	TX	Richland High School	K-12	0	0.0	0	2.0	Indiscriminate Shooting	Richland High School, North Richland Hills, TX, United States	32.8423902	-97.2301196
259	1984-09-28	TX	Millsap Elementary School	K-12	0	0.0	0	2.0	Indiscriminate Shooting	Millsap Elementary School, Houston, TX, United States	29.9545572	-95.62994119999999
260	1984-10-21	PA	Wyoming Area High School	K-12	0	0.0	0	2.0	Unknown	Wyoming Area High School, Exeter, PA, United States	41.3223636	-75.8112451
261	1984-10-22	MI	Central High School	K-12	0	0.0	0	3.0	Escalation of Dispute	Central High School, Detroit, MI, United States	42.38358909999999	-83.11178269999999
262	1984-10-24	MI	Southeastern High School	K-12	0	0.0	0	3.0	Accidental	Southeastern High School, Detroit, MI, United States	42.3749097	-82.9784229
263	1984-10-24	OH	West Elementary School Bus	K-12	1	0.0	1	2.0	Domestic w/ Targeted Victim	West Elementary School Bus, Celina, OH, United States	40.54665749999999	-84.58839379999999
264	1984-10-30	SC	Pendleton High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Pendleton High School, Pendleton, SC, United States	34.6123586	-82.7839597
265	1984-10-31	LA	East Ascension High School	K-12	1	0.0	1	3.0	Escalation of Dispute	East Ascension High School, Gonzales, LA, United States	30.2282633	-90.9150301
266	1984-11-26	MD	Millford Mill High School	K-12	0	0.0	0	2.0	Robbery	Millford Mill High School, Rockdale, MD, United States	39.3570339	-76.7497051
267	1984-12-07	MO	Edwardsville High School	K-12	0	0.0	0	2.0	Mental Health	Edwardsville High School, St. Louis, MO, United States	38.78875499999999	-89.97524899999999
268	1985-01-18	TX	Arlington High School	K-12	1	1.0	1	3.0	Suicide/Attempted	Arlington High School, Arlington, TX, United States	32.72078510000001	-97.1167816
269	1985-01-21	KS	Goddard Junior High School	K-12	1	0.0	1	2.0	Indiscriminate Shooting	Goddard Junior High School, Goddard, KS, United States	37.6545214	-97.5769722
270	1985-01-26	MA	St. Gregory's High School	K-12	0	0.0	0	2.0	Racial	St. Gregory's High School, Boston, MA, United States	42.274377	-71.0671306
271	1985-02-05	CT	A.I. Prince Technical High School	K-12	0	0.0	0	2.0	Escalation of Dispute	A.I. Prince Technical High School, Hartford, CT, United States	41.7416983	-72.7057918
272	1985-04-16	TX	MacArthur Senior High School	K-12	0	0.0	0	1.0	Officer Involved Shooting	MacArthur Senior High School, Aldine, TX, United States	29.9010829	-95.3288719
273	1985-05-16	FL	Parrott Junior High School	K-12	0	1.0	0	2.0	Suicide/Attempted	Parrott Junior High School, Brookville, FL, United States	28.5911296	-82.413705
274	1985-07-24	TX	Highland Park High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Highland Park High School, Highland Park, TX, United States	32.8473091	-96.8074692
275	1985-09-04	VA	East End Middle School (bus)	K-12	0	0.0	0	2.0	Mental Health	East End Middle School (bus), Richmond, VA, United States	37.5421433	-77.41993099999999
276	1985-09-09	TX	Wheatley High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Wheatley High School, Houston, TX, United States	29.7717292	-95.31988989999999
277	1985-09-20	TX	Langham Creek High School	K-12	0	0.0	0	2.0	Anger Over Grade/Suspension/Discipline	Langham Creek High School, Cypress, TX, United States	29.881309	-95.677185
278	1985-09-25	OH	Trotwood-Madison Senior High	K-12	0	0.0	0	2.0	Accidental	Trotwood-Madison Senior High, Trotwood, OH, United States	39.8096368	-84.31018979999999
279	1985-10-08	MD	Lake Clifton High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Lake Clifton High School, Baltimore, MD, United States	39.3163674	-76.5896443
280	1985-10-18	MI	Murray-Wright High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Murray-Wright High School, Detroit, MI, United States	42.3494717	-83.0836558
281	1985-10-22	OH	Southern Hills Joint Vocational High School	K-12	0		0	2.0	Accidental	Southern Hills Joint Vocational High School, Georgetown, OH, United States	38.88955929999999	-83.8911959
282	1985-11-26	WA	Spanaway Junior High School	K-12	1	1.0	3	2.0	Murder/Suicide	Spanaway Junior High School, Spanaway, WA, United States	47.1150727	-122.4277165
283	1985-11-27	AL	Chelsea School	K-12	1	1.0	1	2.0	Accidental	Chelsea School, Birmingham, AL, United States	33.3340545	-86.6803613
284	1985-12-03	NH	Concord High School	K-12	1	0.0	1	3.0	Hostage Standoff	Concord High School, Concord, NH, United States	43.2004366	-71.551175
285	1985-12-09	PA	Archbishop Ryan High School for boys	K-12	0	0.0	0	2.0	Mental Health	Archbishop Ryan High School for boys, Philadelphia, PA, United States	40.0851766	-74.9865832
